Complexity metrics,Sun, 4 Dec 2022 04:19:03 WET
Method,CogC,ev(G),iv(G),v(G)
net.sourceforge.ganttproject.wizard.AbstractWizard.addPageComponent(WizardPage),1,1,2,2
net.sourceforge.ganttproject.wizard.AbstractWizard.adjustButtonState(),0,1,1,1
net.sourceforge.ganttproject.wizard.AbstractWizard.backPage(),1,1,2,2
net.sourceforge.ganttproject.wizard.AbstractWizard.canFinish(),0,1,1,1
net.sourceforge.ganttproject.wizard.AbstractWizard.getCurrentPage(),0,1,1,1
net.sourceforge.ganttproject.wizard.AbstractWizard.getDialog(),0,1,1,1
net.sourceforge.ganttproject.wizard.AbstractWizard.getUIFacade(),0,1,1,1
net.sourceforge.ganttproject.wizard.AbstractWizard.isExistingNextPage(WizardPage),2,2,1,3
net.sourceforge.ganttproject.wizard.AbstractWizard.nextPage(),1,1,2,2
net.sourceforge.ganttproject.wizard.AbstractWizard.onOkPressed(),0,1,1,1
net.sourceforge.ganttproject.wizard.AbstractWizard.setNextPage(WizardPage),8,1,5,5
net.sourceforge.ganttproject.wizard.AbstractWizard.setOkAction(Runnable),0,1,1,1
net.sourceforge.ganttproject.wizard.AbstractWizard.show(),0,1,1,1
"net.sourceforge.ganttproject.wizard.AbstractWizard.wrapePageComponent(String, JComponent)",0,1,1,1
"newStylesheet(URL, String)",0,n/a,n/a,n/a
objectToString(CheckOption),0,1,1,1
onAddEvent(),0,n/a,n/a,n/a
onCalendarChange(),0,n/a,n/a,n/a
onChange(),0,n/a,n/a,n/a
onDeleteEvent(),1,n/a,n/a,n/a
onFetchComplete(File),0,n/a,n/a,n/a
onFileChosen(File),0,n/a,n/a,n/a
onStartElement(Attributes),0,n/a,n/a,n/a
openChooser(),0,n/a,n/a,n/a
openFile(File),5,n/a,n/a,n/a
openFiles(OpenFilesEvent),3,n/a,n/a,n/a
optionsChanged(),0,n/a,n/a,n/a
org.ganttproject.chart.Panel.addSelectionListener(ChartSelectionListener),0,1,1,1
"org.ganttproject.chart.Panel.buildImage(GanttExportSettings, ChartImageVisitor)",0,1,1,1
org.ganttproject.chart.Panel.canPaste(ChartSelection),0,1,1,1
org.ganttproject.chart.Panel.createCopy(),0,1,1,1
org.ganttproject.chart.Panel.getEndDate(),0,1,1,1
org.ganttproject.chart.Panel.getOptionGroups(),0,1,1,1
org.ganttproject.chart.Panel.getProject(),0,1,1,1
org.ganttproject.chart.Panel.getSelection(),0,1,1,1
org.ganttproject.chart.Panel.getStartDate(),0,1,1,1
"org.ganttproject.chart.Panel.init(IGanttProject, IntegerOption, FontOption)",0,1,1,1
org.ganttproject.chart.Panel.paste(ChartSelection),0,1,1,1
org.ganttproject.chart.Panel.removeSelectionListener(ChartSelectionListener),0,1,1,1
org.ganttproject.chart.Panel.reset(),0,1,1,1
"org.ganttproject.chart.Panel.setDimensions(int, int)",0,1,1,1
org.ganttproject.chart.Panel.setStartDate(Date),0,1,1,1
org.ganttproject.chart.PanelStyler.PanelStyler(),0,1,1,1
org.ganttproject.chart.PanelStyler.getScreenSizeX(),0,1,1,1
org.ganttproject.chart.PanelStyler.getScreenSizeY(),0,1,1,1
org.ganttproject.chart.PanelStyler.loadImageFromDir(String),0,1,1,1
"org.ganttproject.chart.PanelStyler.resizeX(int, JPanel)",0,1,1,1
"org.ganttproject.chart.PanelStyler.resizeY(int, JPanel)",0,1,1,1
"org.ganttproject.chart.PanelStyler.updateFontSize(int, JPanel)",0,1,1,1
org.ganttproject.chart.burndownchart.BurndownChartPanel.BurndownChartPanel(),0,1,1,1
org.ganttproject.chart.burndownchart.BurndownChartPanel.getAdapter(Class),2,3,1,3
org.ganttproject.chart.burndownchart.BurndownChartPanel.getName(),0,1,1,1
org.ganttproject.chart.burndownchart.BurndownChartPanel.getRenderedImage(GanttExportSettings),0,1,1,1
org.ganttproject.chart.burndownchart.BurndownChartPanel.paint(Graphics),0,1,1,1
org.ganttproject.chart.burndownchart.BurndownChartPanel.reset(),0,1,1,1
"org.ganttproject.chart.burndownchart.Graph.Graph(GanttStatistics, JPanel, int, int, int)",0,1,1,1
org.ganttproject.chart.burndownchart.Graph.getSize(),0,1,1,1
org.ganttproject.chart.burndownchart.GraphPanel.COLOR.COLOR(Color),0,1,1,1
org.ganttproject.chart.burndownchart.GraphPanel.GraphPanel(JPanel),0,1,1,1
org.ganttproject.chart.burndownchart.GraphPanel.drawGraphInfo(Graphics2D),0,1,1,1
org.ganttproject.chart.burndownchart.GraphPanel.drawIdealFlowLine(Graphics2D),0,1,1,1
"org.ganttproject.chart.burndownchart.GraphPanel.draw_X_Grid(Graphics2D, Point, Point)",0,1,1,1
"org.ganttproject.chart.burndownchart.GraphPanel.draw_X_Identifiers(Graphics2D, int, Point)",0,1,1,1
org.ganttproject.chart.burndownchart.GraphPanel.draw_X_Marks(Graphics2D),4,1,3,4
"org.ganttproject.chart.burndownchart.GraphPanel.draw_Y_Grid(Graphics2D, Point, Point)",0,1,1,1
"org.ganttproject.chart.burndownchart.GraphPanel.draw_Y_Identifiers(Graphics2D, int, Point)",0,1,1,1
org.ganttproject.chart.burndownchart.GraphPanel.draw_Y_Marks(Graphics2D),1,1,2,2
org.ganttproject.chart.burndownchart.GraphPanel.getGraphWidth(),0,1,1,1
org.ganttproject.chart.burndownchart.GraphPanel.getMaxScore(),2,2,1,2
org.ganttproject.chart.burndownchart.GraphPanel.init(GanttStatistics),0,1,1,1
org.ganttproject.chart.burndownchart.GraphPanel.initX(),0,1,1,1
org.ganttproject.chart.burndownchart.GraphPanel.initY(),0,1,1,1
org.ganttproject.chart.burndownchart.GraphPanel.paintGraphic(Graphics),6,1,4,5
"org.ganttproject.chart.burndownchart.RemainingEffortGraph.RemainingEffortGraph(GanttStatistics, JPanel, int, int, int)",0,1,1,1
"org.ganttproject.chart.burndownchart.RemainingEffortGraph.buildGraphPoints(double, double, int, int)",1,1,2,2
org.ganttproject.chart.burndownchart.RemainingEffortGraph.calculateOffSetInProject(GanttCalendar),0,1,1,1
org.ganttproject.chart.burndownchart.RemainingEffortGraph.drawActualFlowLine(Graphics2D),2,1,3,3
org.ganttproject.chart.burndownchart.RemainingEffortGraph.getTodayOffset(),0,1,1,1
org.ganttproject.chart.burndownchart.RemainingEffortGraph.initGraphInfo(),1,1,2,2
org.ganttproject.chart.burndownchart.RemainingEffortGraph.markWeekend(int),1,1,2,2
"org.ganttproject.chart.burndownchart.RemainingEffortGraph.markWorkDoneToday(List<Integer>, int, int)",0,1,1,1
"org.ganttproject.chart.burndownchart.RemainingEffortGraph.updateRemainingEffortData(Task, int, int)",12,1,5,5
"org.ganttproject.chart.burndownchart.RemainingTasksGraph.RemainingTasksGraph(GanttStatistics, JPanel, int, int, int)",0,1,1,1
"org.ganttproject.chart.burndownchart.RemainingTasksGraph.buildGraphPoints(double, double, int, int)",3,1,3,3
org.ganttproject.chart.burndownchart.RemainingTasksGraph.drawActualFlowLine(Graphics2D),2,1,3,3
org.ganttproject.chart.burndownchart.RemainingTasksGraph.getSize(),0,1,1,1
org.ganttproject.chart.pert.ActivityOnNodePertChart.ActivityOnNodePertChart(),16,1,6,7
"org.ganttproject.chart.pert.ActivityOnNodePertChart.GraphicalArrow.GraphicalArrow(GraphicalNode, GraphicalNode)",0,1,1,1
org.ganttproject.chart.pert.ActivityOnNodePertChart.GraphicalArrow.paintMe(Graphics),6,1,4,4
org.ganttproject.chart.pert.ActivityOnNodePertChart.GraphicalNode.GraphicalNode(TaskGraphNode),1,1,1,2
org.ganttproject.chart.pert.ActivityOnNodePertChart.GraphicalNode.equals(Object),1,2,2,2
org.ganttproject.chart.pert.ActivityOnNodePertChart.GraphicalNode.paint(Graphics),2,1,1,2
org.ganttproject.chart.pert.ActivityOnNodePertChart.GraphicalNode.paintMe(Graphics),2,1,2,5
org.ganttproject.chart.pert.ActivityOnNodePertChart.GraphicalNode.toString(),0,1,1,1
org.ganttproject.chart.pert.ActivityOnNodePertChart.GraphicalNode.updateData(TaskGraphNode),0,1,1,1
"org.ganttproject.chart.pert.ActivityOnNodePertChart.add(int, GraphicalNode)",2,1,1,3
org.ganttproject.chart.pert.ActivityOnNodePertChart.avoidCrossingLine(),16,6,6,7
org.ganttproject.chart.pert.ActivityOnNodePertChart.avoidCrossingNode(),11,2,4,7
"org.ganttproject.chart.pert.ActivityOnNodePertChart.buildImage(GanttExportSettings, ChartImageVisitor)",0,1,1,1
org.ganttproject.chart.pert.ActivityOnNodePertChart.buildPertChart(),2,1,2,2
org.ganttproject.chart.pert.ActivityOnNodePertChart.calculateArrowsCoordinates(),3,1,3,3
org.ganttproject.chart.pert.ActivityOnNodePertChart.calculateGraphicalNodesCoordinates(),5,1,4,4
org.ganttproject.chart.pert.ActivityOnNodePertChart.createGraphicalNode(TaskGraphNode),1,2,1,2
org.ganttproject.chart.pert.ActivityOnNodePertChart.getAdapter(Class),2,3,1,3
org.ganttproject.chart.pert.ActivityOnNodePertChart.getAncestor(TaskGraphNode),3,1,3,3
org.ganttproject.chart.pert.ActivityOnNodePertChart.getArrowCornerWidth(),0,1,1,1
org.ganttproject.chart.pert.ActivityOnNodePertChart.getArrowHeight(),0,1,1,1
org.ganttproject.chart.pert.ActivityOnNodePertChart.getArrowWidth(),0,1,1,1
"org.ganttproject.chart.pert.ActivityOnNodePertChart.getGraphicalNode(int, int)",3,3,2,3
org.ganttproject.chart.pert.ActivityOnNodePertChart.getGraphicalNodeByID(int),3,3,2,3
org.ganttproject.chart.pert.ActivityOnNodePertChart.getGridX(int),1,1,2,2
org.ganttproject.chart.pert.ActivityOnNodePertChart.getGridY(int),1,1,2,2
org.ganttproject.chart.pert.ActivityOnNodePertChart.getMaxX(),0,1,1,1
org.ganttproject.chart.pert.ActivityOnNodePertChart.getMaxY(),0,1,1,1
org.ganttproject.chart.pert.ActivityOnNodePertChart.getName(),0,1,1,1
"org.ganttproject.chart.pert.ActivityOnNodePertChart.getNode(int, int)",3,3,1,3
org.ganttproject.chart.pert.ActivityOnNodePertChart.getNodeHeight(),0,1,1,1
org.ganttproject.chart.pert.ActivityOnNodePertChart.getNodeInColumn(int),3,1,3,3
org.ganttproject.chart.pert.ActivityOnNodePertChart.getNodeWidth(),0,1,1,1
org.ganttproject.chart.pert.ActivityOnNodePertChart.getNodesThatAreInASpecificSuccessorPosition(int),2,2,2,3
org.ganttproject.chart.pert.ActivityOnNodePertChart.getProject(),0,1,1,1
org.ganttproject.chart.pert.ActivityOnNodePertChart.getRenderedImage(GanttExportSettings),0,1,1,1
org.ganttproject.chart.pert.ActivityOnNodePertChart.getTextPaddingX(),0,1,1,1
org.ganttproject.chart.pert.ActivityOnNodePertChart.getTextPaddingY(),0,1,1,1
org.ganttproject.chart.pert.ActivityOnNodePertChart.getYOffset(),0,1,1,1
org.ganttproject.chart.pert.ActivityOnNodePertChart.getxGap(),0,1,1,1
org.ganttproject.chart.pert.ActivityOnNodePertChart.getxOffset(),0,1,1,1
org.ganttproject.chart.pert.ActivityOnNodePertChart.getyGap(),0,1,1,1
org.ganttproject.chart.pert.ActivityOnNodePertChart.isCrossingArrow(GraphicalNode),24,7,8,12
org.ganttproject.chart.pert.ActivityOnNodePertChart.isCrossingNode(GraphicalNode),10,5,4,5
"org.ganttproject.chart.pert.ActivityOnNodePertChart.isInRectancle(int, int, int, int, int, int)",1,1,1,4
"org.ganttproject.chart.pert.ActivityOnNodePertChart.isOccupied(int, int)",3,3,1,3
org.ganttproject.chart.pert.ActivityOnNodePertChart.isZeroPosition(TaskGraphNode),3,3,2,3
org.ganttproject.chart.pert.ActivityOnNodePertChart.moveDown(GraphicalNode),1,1,1,2
org.ganttproject.chart.pert.ActivityOnNodePertChart.moveRight(GraphicalNode),5,1,3,4
org.ganttproject.chart.pert.ActivityOnNodePertChart.paint(Graphics),2,1,3,3
org.ganttproject.chart.pert.ActivityOnNodePertChart.process(),10,1,6,6
org.ganttproject.chart.pert.ActivityOnNodePertChart.recalculatPreferredSize(),1,1,2,2
org.ganttproject.chart.pert.ActivityOnNodePertChart.remove(GraphicalNode),7,2,3,6
org.ganttproject.chart.pert.ActivityOnNodePertChart.removeEmptyColumn(),15,1,5,6
org.ganttproject.chart.pert.ActivityOnNodePertChart.reset(),0,1,1,1
"org.ganttproject.chart.pert.ActivityOnNodePertChart.setDimensions(int, int)",0,1,1,1
org.ganttproject.chart.pert.ActivityOnNodePertChart.setMaxX(int),0,1,1,1
org.ganttproject.chart.pert.ActivityOnNodePertChart.setMaxY(int),0,1,1,1
org.ganttproject.chart.pert.ActivityOnNodePertChart.setStartDate(Date),0,1,1,1
org.ganttproject.chart.pert.ActivityOnNodePertChart.updateGraphNodesInfo(),6,1,4,4
org.ganttproject.chart.pert.PertChart.PertChart(),0,1,1,1
org.ganttproject.chart.pert.PertChart.addSelectionListener(ChartSelectionListener),0,1,1,1
org.ganttproject.chart.pert.PertChart.canPaste(ChartSelection),0,1,1,1
org.ganttproject.chart.pert.PertChart.createCopy(),0,1,1,1
org.ganttproject.chart.pert.PertChart.getBaseFont(),0,1,1,1
org.ganttproject.chart.pert.PertChart.getBoldFont(),0,1,1,1
org.ganttproject.chart.pert.PertChart.getDpi(),0,1,1,1
org.ganttproject.chart.pert.PertChart.getEndDate(),0,1,1,1
org.ganttproject.chart.pert.PertChart.getOptionGroups(),0,1,1,1
org.ganttproject.chart.pert.PertChart.getSelection(),0,1,1,1
org.ganttproject.chart.pert.PertChart.getStartDate(),0,1,1,1
"org.ganttproject.chart.pert.PertChart.init(IGanttProject, IntegerOption, FontOption)",0,1,1,1
org.ganttproject.chart.pert.PertChart.paste(ChartSelection),0,1,1,1
org.ganttproject.chart.pert.PertChart.removeSelectionListener(ChartSelectionListener),0,1,1,1
org.ganttproject.chart.pert.PertChart.updateFonts(),0,1,1,1
org.ganttproject.chart.pert.PertChartAbstraction.PertChartAbstraction(TaskManager),0,1,1,1
org.ganttproject.chart.pert.PertChartAbstraction.TaskGraphNode.TaskGraphNode(Task),0,1,1,1
org.ganttproject.chart.pert.PertChartAbstraction.TaskGraphNode.addSuccessor(TaskGraphNode),0,1,1,1
org.ganttproject.chart.pert.PertChartAbstraction.TaskGraphNode.getDuration(),0,1,1,1
org.ganttproject.chart.pert.PertChartAbstraction.TaskGraphNode.getEndDate(),0,1,1,1
org.ganttproject.chart.pert.PertChartAbstraction.TaskGraphNode.getID(),0,1,1,1
org.ganttproject.chart.pert.PertChartAbstraction.TaskGraphNode.getName(),0,1,1,1
org.ganttproject.chart.pert.PertChartAbstraction.TaskGraphNode.getStartDate(),0,1,1,1
org.ganttproject.chart.pert.PertChartAbstraction.TaskGraphNode.getSuccessors(),0,1,1,1
org.ganttproject.chart.pert.PertChartAbstraction.TaskGraphNode.getType(),0,1,1,1
org.ganttproject.chart.pert.PertChartAbstraction.TaskGraphNode.isCritical(),0,1,1,1
org.ganttproject.chart.pert.PertChartAbstraction.TaskGraphNode.setType(int),0,1,1,1
org.ganttproject.chart.pert.PertChartAbstraction.TaskGraphNode.toString(),0,1,1,1
org.ganttproject.chart.pert.PertChartAbstraction.getTaskGraphNode(Task),5,1,4,4
org.ganttproject.chart.pert.PertChartAbstraction.getTaskGraphNodeByID(int),3,3,2,3
org.ganttproject.chart.pert.PertChartAbstraction.getTaskGraphNodes(),0,1,1,1
org.ganttproject.chart.pert.PertChartAbstraction.load(),3,1,3,3
org.ganttproject.chart.planner.PlannerPainter.DrawGraph.checkProjectIsEarly(),0,1,1,1
org.ganttproject.chart.planner.PlannerPainter.DrawGraph.checkProjectIsFinished(),0,1,1,1
org.ganttproject.chart.planner.PlannerPainter.DrawGraph.checkProjectIsLate(),0,1,1,1
"org.ganttproject.chart.planner.PlannerPainter.DrawGraph.drawGraphLine(Graphics, int, int, double, int, Color)",0,1,1,1
org.ganttproject.chart.planner.PlannerPainter.DrawGraph.getProjectFinishedText(),2,1,2,2
org.ganttproject.chart.planner.PlannerPainter.DrawGraph.getTextPosition(int),0,1,1,1
org.ganttproject.chart.planner.PlannerPainter.DrawGraph.initVariables(GanttStatistics),0,1,1,1
"org.ganttproject.chart.planner.PlannerPainter.DrawGraph.paint(Graphics, GanttStatistics)",0,1,1,1
org.ganttproject.chart.planner.PlannerPainter.DrawGraph.paintBackground(Graphics),0,1,1,1
"org.ganttproject.chart.planner.PlannerPainter.DrawGraph.paintFinished(Graphics, int)",1,1,2,2
"org.ganttproject.chart.planner.PlannerPainter.DrawGraph.paintOverall(Graphics, int)",0,1,1,1
"org.ganttproject.chart.planner.PlannerPainter.DrawGraph.paintProjectFinishedText(Graphics, int)",0,1,1,1
"org.ganttproject.chart.planner.PlannerPainter.DrawGraph.paintProjectLateText(Graphics, int)",0,1,1,1
"org.ganttproject.chart.planner.PlannerPainter.DrawGraph.paintSpentTime(Graphics, int)",3,1,3,3
"org.ganttproject.chart.planner.PlannerPainter.DrawGraph.paintSpentTimeLine(Graphics, int)",1,1,2,2
"org.ganttproject.chart.planner.PlannerPainter.DrawStatistics.paint(Graphics, GanttStatistics)",0,1,1,1
org.ganttproject.chart.planner.PlannerPainter.DrawStatistics.paintBackground(Graphics),0,1,1,1
"org.ganttproject.chart.planner.PlannerPainter.DrawStatistics.paintInfo(Graphics, GanttStatistics)",0,1,1,1
org.ganttproject.chart.planner.PlannerPainter.PlannerPainter(JPanel),0,1,1,1
org.ganttproject.chart.planner.PlannerPainter.getMyDrawGraph(),0,1,1,1
org.ganttproject.chart.planner.PlannerPainter.getMyDrawStatistics(),0,1,1,1
org.ganttproject.chart.planner.PlannerPainter.paintLogo(Graphics),1,2,1,2
"org.ganttproject.chart.planner.PlannerPainter.setOffset(int, int)",0,1,1,1
"org.ganttproject.chart.planner.PlannerPainter.setRect(double, double)",0,1,1,1
org.ganttproject.chart.planner.PlannerPanel.PlannerPanel(),0,1,1,1
org.ganttproject.chart.planner.PlannerPanel.getAdapter(Class),2,3,1,3
org.ganttproject.chart.planner.PlannerPanel.getName(),0,1,1,1
org.ganttproject.chart.planner.PlannerPanel.getRenderedImage(GanttExportSettings),0,1,1,1
org.ganttproject.chart.planner.PlannerPanel.paint(Graphics),0,1,1,1
org.ganttproject.impex.htmlpdf.AbstractEngine.getGanttChart(),0,1,1,1
org.ganttproject.impex.htmlpdf.AbstractEngine.getPreferences(),0,1,1,1
org.ganttproject.impex.htmlpdf.AbstractEngine.getProject(),0,1,1,1
org.ganttproject.impex.htmlpdf.AbstractEngine.getResourceChart(),0,1,1,1
org.ganttproject.impex.htmlpdf.AbstractEngine.getUiFacade(),0,1,1,1
"org.ganttproject.impex.htmlpdf.AbstractEngine.setContext(IGanttProject, UIFacade, Preferences)",0,1,1,1
"org.ganttproject.impex.htmlpdf.ExporterToHTML.HTMLStylesheetImpl.HTMLStylesheetImpl(URL, String)",0,1,1,1
org.ganttproject.impex.htmlpdf.ExporterToHTML.HTMLStylesheetImpl.createGanttChartPageHandler(),2,1,1,3
org.ganttproject.impex.htmlpdf.ExporterToHTML.HTMLStylesheetImpl.createResourcesPageHandler(),2,1,1,3
org.ganttproject.impex.htmlpdf.ExporterToHTML.HTMLStylesheetImpl.createTasksPageHandler(),2,1,1,3
org.ganttproject.impex.htmlpdf.ExporterToHTML.HTMLStylesheetImpl.createTitlePageHandler(),2,1,1,3
org.ganttproject.impex.htmlpdf.ExporterToHTML.HTMLStylesheetImpl.getImagesDirectory(),3,1,3,3
org.ganttproject.impex.htmlpdf.ExporterToHTML.HTMLStylesheetImpl.getInputVersion(),0,1,1,1
"org.ganttproject.impex.htmlpdf.ExporterToHTML.appendSuffixBeforeExtension(File, String)",0,1,1,1
"org.ganttproject.impex.htmlpdf.ExporterToHTML.createCopyImagesJob(File, List<File>)",23,6,8,9
"org.ganttproject.impex.htmlpdf.ExporterToHTML.createGenerateGanttChartJob(File, List<File>)",4,1,3,3
"org.ganttproject.impex.htmlpdf.ExporterToHTML.createGeneratePagesJob(File, List<File>)",8,1,5,5
"org.ganttproject.impex.htmlpdf.ExporterToHTML.createGenerateResourceChartJob(File, List<File>)",4,1,3,3
"org.ganttproject.impex.htmlpdf.ExporterToHTML.createJobs(File, List<File>)",0,1,1,1
org.ganttproject.impex.htmlpdf.ExporterToHTML.getFileExtensions(),0,1,1,1
org.ganttproject.impex.htmlpdf.ExporterToHTML.getFileNamePattern(),0,1,1,1
org.ganttproject.impex.htmlpdf.ExporterToHTML.getFileTypeDescription(),0,1,1,1
org.ganttproject.impex.htmlpdf.ExporterToHTML.getSecondaryOptions(),0,1,1,1
org.ganttproject.impex.htmlpdf.ExporterToHTML.getStylesheetOptionID(),0,1,1,1
org.ganttproject.impex.htmlpdf.ExporterToHTML.getStylesheets(),0,1,1,1
org.ganttproject.impex.htmlpdf.ExporterToHTML.proposeFileExtension(),0,1,1,1
"org.ganttproject.impex.htmlpdf.ExporterToHTML.replaceExtension(File, String)",1,1,2,2
org.ganttproject.impex.htmlpdf.ExporterToHTML.setSelectedStylesheet(Stylesheet),0,1,1,1
