Lines of code metrics,domingo, 4 dez. 2022 22:59:46 WET
Method,CLOC,JLOC,LOC,NCLOC,RLOC
net.sourceforge.ganttproject.task.TaskManagerImpl.isRegistered(TaskImpl),0,0,3,3,"0,29%"
net.sourceforge.ganttproject.task.TaskManagerImpl.isZeroMilestones(),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskManagerImpl.newTaskBuilder(),0,0,72,72,"6,96%"
net.sourceforge.ganttproject.task.TaskManagerImpl.onTaskMoved(TaskImpl),0,0,7,7,"0,68%"
net.sourceforge.ganttproject.task.TaskManagerImpl.processCriticalPath(Task),0,0,15,15,"1,45%"
net.sourceforge.ganttproject.task.TaskManagerImpl.projectClosed(),1,0,8,7,"0,77%"
net.sourceforge.ganttproject.task.TaskManagerImpl.projectOpened(),0,0,4,4,"0,39%"
net.sourceforge.ganttproject.task.TaskManagerImpl.registerTask(Task),0,0,8,8,"0,77%"
net.sourceforge.ganttproject.task.TaskManagerImpl.resetCriticalPath(),0,0,6,6,"0,58%"
net.sourceforge.ganttproject.task.TaskManagerImpl.setEventsEnabled(boolean),0,0,3,3,"0,29%"
net.sourceforge.ganttproject.task.TaskManagerImpl.setZeroMilestones(Boolean),0,0,19,19,"1,84%"
"net.sourceforge.ganttproject.task.TaskManagerImpl.shift(Date, TimeDuration)",0,0,5,5,"0,48%"
net.sourceforge.ganttproject.task.TaskManagerImpl.tasksToActivities(Task[]),0,0,25,25,"2,42%"
net.sourceforge.ganttproject.task.TaskMutator.commit(),0,n/a,n/a,1,"8,33%"
net.sourceforge.ganttproject.task.TaskMutator.getCompletionPercentage(),0,n/a,n/a,1,"8,33%"
net.sourceforge.ganttproject.task.TaskMutator.setIsolationLevel(int),0,n/a,n/a,1,"8,33%"
"net.sourceforge.ganttproject.task.TaskMutator.setThird(GanttCalendar, int)",0,n/a,n/a,1,"8,33%"
net.sourceforge.ganttproject.task.TaskMutator.shift(float),0,n/a,n/a,1,"8,33%"
net.sourceforge.ganttproject.task.TaskNode.TaskNode(Task),4,6,10,4,"8,40%"
net.sourceforge.ganttproject.task.TaskNode.applyThirdDateConstraint(),0,0,9,9,"7,56%"
net.sourceforge.ganttproject.task.TaskNode.getCompletionPercentage(),1,1,4,3,"3,36%"
net.sourceforge.ganttproject.task.TaskNode.getDuration(),1,1,4,3,"3,36%"
net.sourceforge.ganttproject.task.TaskNode.getEnd(),1,1,4,3,"3,36%"
net.sourceforge.ganttproject.task.TaskNode.getName(),1,1,4,3,"3,36%"
net.sourceforge.ganttproject.task.TaskNode.getPriority(),1,1,4,3,"3,36%"
net.sourceforge.ganttproject.task.TaskNode.getStart(),1,1,4,3,"3,36%"
net.sourceforge.ganttproject.task.TaskNode.getTaskInfo(),0,0,3,3,"2,52%"
net.sourceforge.ganttproject.task.TaskNode.getUserObject(),0,0,4,4,"3,36%"
net.sourceforge.ganttproject.task.TaskNode.setCompletionPercentage(int),4,6,9,3,"7,56%"
net.sourceforge.ganttproject.task.TaskNode.setDuration(TimeDuration),4,6,11,5,"9,24%"
net.sourceforge.ganttproject.task.TaskNode.setEnd(GanttCalendar),4,6,11,5,"9,24%"
net.sourceforge.ganttproject.task.TaskNode.setName(String),4,6,9,3,"7,56%"
net.sourceforge.ganttproject.task.TaskNode.setStart(GanttCalendar),4,6,11,5,"9,24%"
net.sourceforge.ganttproject.task.TaskNode.setTaskInfo(TaskInfo),0,0,3,3,"2,52%"
net.sourceforge.ganttproject.task.TaskNode.toString(),0,0,4,4,"3,36%"
net.sourceforge.ganttproject.task.TaskProperties.TaskProperties(TimeUnitStack),0,0,3,3,"1,23%"
net.sourceforge.ganttproject.task.TaskProperties.formatCoordinators(Task),0,0,13,13,"5,33%"
"net.sourceforge.ganttproject.task.TaskProperties.formatDate(GanttCalendar, StringBuffer)",0,0,6,6,"2,46%"
"net.sourceforge.ganttproject.task.TaskProperties.formatPredecessors(Task, String)",0,0,3,3,"1,23%"
"net.sourceforge.ganttproject.task.TaskProperties.formatPredecessors(Task, String, boolean)",0,0,30,30,"12,30%"
net.sourceforge.ganttproject.task.TaskProperties.formatResources(Collection<ResourceAssignment>),0,0,8,8,"3,28%"
"net.sourceforge.ganttproject.task.TaskProperties.getProperty(Task, String)",6,11,89,76,"36,48%"
"net.sourceforge.ganttproject.task.TaskProperties.parseDependencies(Iterable<String>, Task, Function<Integer, Task>)",0,0,8,8,"3,28%"
"net.sourceforge.ganttproject.task.TaskProperties.parseDependency(String, Task, Function<Integer, Task>, Map<Integer, Supplier<TaskDependency>>)",0,0,75,75,"30,74%"
net.sourceforge.ganttproject.task.TaskSelectionManager.Listener.selectionChanged(List<Task>),0,n/a,n/a,1,"25,00%"
net.sourceforge.ganttproject.task.TaskSelectionManager.Listener.userInputConsumerChanged(Object),0,n/a,n/a,1,"25,00%"
net.sourceforge.ganttproject.task.TaskSelectionManager.TaskSelectionManager(Supplier<TaskManager>),3,3,6,3,"4,23%"
net.sourceforge.ganttproject.task.TaskSelectionManager.addSelectionListener(Listener),0,0,3,3,"2,11%"
net.sourceforge.ganttproject.task.TaskSelectionManager.addTask(Task),4,6,12,6,"8,45%"
net.sourceforge.ganttproject.task.TaskSelectionManager.clear(),1,1,5,4,"3,52%"
net.sourceforge.ganttproject.task.TaskSelectionManager.fireSelectionChanged(),0,0,6,6,"4,23%"
net.sourceforge.ganttproject.task.TaskSelectionManager.fireUserInputConsumerChanged(),0,0,6,6,"4,23%"
net.sourceforge.ganttproject.task.TaskSelectionManager.getEarliestStart(),1,1,16,15,"11,27%"
net.sourceforge.ganttproject.task.TaskSelectionManager.getLatestEnd(),1,1,16,15,"11,27%"
net.sourceforge.ganttproject.task.TaskSelectionManager.getSelectedTasks(),1,1,5,4,"3,52%"
net.sourceforge.ganttproject.task.TaskSelectionManager.getTaskHierarchy(),0,0,3,3,"2,11%"
net.sourceforge.ganttproject.task.TaskSelectionManager.isTaskSelected(Task),2,6,9,3,"6,34%"
net.sourceforge.ganttproject.task.TaskSelectionManager.removeSelectionListener(Listener),0,0,3,3,"2,11%"
net.sourceforge.ganttproject.task.TaskSelectionManager.removeTask(Task),4,6,12,6,"8,45%"
net.sourceforge.ganttproject.task.TaskSelectionManager.setSelectedTasks(List<Task>),4,0,16,12,"11,27%"
net.sourceforge.ganttproject.task.TaskSelectionManager.setUserInputConsumer(Object),0,0,6,6,"4,23%"
net.sourceforge.ganttproject.task.TaskView.getTimelineTasks(),2,3,6,3,"40,00%"
"net.sourceforge.ganttproject.task.algorithm.AdjustTaskBoundsAlgorithm.AlgorithmImpl.recalculateSupertaskSchedule(Task, TaskContainmentHierarchyFacade)",0,0,29,29,"53,70%"
"net.sourceforge.ganttproject.task.algorithm.AdjustTaskBoundsAlgorithm.AlgorithmImpl.recalculateSupertaskScheduleBottomUp(Set<Task>, TaskContainmentHierarchyFacade)",0,0,6,6,"11,11%"
net.sourceforge.ganttproject.task.algorithm.AdjustTaskBoundsAlgorithm.AlgorithmImpl.run(Collection<Task>),0,0,16,16,"29,63%"
net.sourceforge.ganttproject.task.algorithm.AdjustTaskBoundsAlgorithm.adjustNestedTasks(Task),0,0,36,36,"31,86%"
net.sourceforge.ganttproject.task.algorithm.AdjustTaskBoundsAlgorithm.createContainmentFacade(),0,n/a,n/a,1,"0,88%"
net.sourceforge.ganttproject.task.algorithm.AdjustTaskBoundsAlgorithm.isEnabled(),0,0,4,4,"3,54%"
net.sourceforge.ganttproject.task.algorithm.AdjustTaskBoundsAlgorithm.run(Collection<Task>),0,0,7,7,"6,19%"
net.sourceforge.ganttproject.task.algorithm.AdjustTaskBoundsAlgorithm.run(Task),0,0,3,3,"2,65%"
net.sourceforge.ganttproject.task.algorithm.AdjustTaskBoundsAlgorithm.run(Task[]),0,0,3,3,"2,65%"
"net.sourceforge.ganttproject.task.algorithm.AlgorithmBase.Diagnostic.addModifiedTask(Task, Date, Date)",0,n/a,n/a,1,"33,33%"
net.sourceforge.ganttproject.task.algorithm.AlgorithmBase.getDiagnostic(),0,0,3,3,"14,29%"
net.sourceforge.ganttproject.task.algorithm.AlgorithmBase.isEnabled(),0,0,3,3,"14,29%"
net.sourceforge.ganttproject.task.algorithm.AlgorithmBase.run(),0,0,2,2,"9,52%"
net.sourceforge.ganttproject.task.algorithm.AlgorithmBase.setDiagnostic(Diagnostic),0,0,3,3,"14,29%"
net.sourceforge.ganttproject.task.algorithm.AlgorithmBase.setEnabled(boolean),0,0,3,3,"14,29%"
"net.sourceforge.ganttproject.task.algorithm.AlgorithmCollection.AlgorithmCollection(TaskManagerImpl, FindPossibleDependeesAlgorithm, RecalculateTaskScheduleAlgorithm, AdjustTaskBoundsAlgorithm, RecalculateTaskCompletionPercentageAlgorithm, ChartBoundsAlgorithm, CriticalPathAlgorithm, ...)",0,0,15,15,"28,85%"
net.sourceforge.ganttproject.task.algorithm.AlgorithmCollection.getAdjustTaskBoundsAlgorithm(),0,0,3,3,"5,77%"
net.sourceforge.ganttproject.task.algorithm.AlgorithmCollection.getCriticalPathAlgorithm(),0,0,3,3,"5,77%"
net.sourceforge.ganttproject.task.algorithm.AlgorithmCollection.getFindPossibleDependeesAlgorithm(),0,0,3,3,"5,77%"
net.sourceforge.ganttproject.task.algorithm.AlgorithmCollection.getProjectBoundsAlgorithm(),0,0,3,3,"5,77%"
net.sourceforge.ganttproject.task.algorithm.AlgorithmCollection.getRecalculateTaskCompletionPercentageAlgorithm(),0,0,3,3,"5,77%"
net.sourceforge.ganttproject.task.algorithm.AlgorithmCollection.getRecalculateTaskScheduleAlgorithm(),0,0,3,3,"5,77%"
net.sourceforge.ganttproject.task.algorithm.AlgorithmCollection.getScheduler(),0,0,3,3,"5,77%"
net.sourceforge.ganttproject.task.algorithm.AlgorithmCollection.getShiftTaskTreeAlgorithm(),0,0,3,3,"5,77%"
"net.sourceforge.ganttproject.task.algorithm.AlgorithmException.AlgorithmException(String, Throwable)",0,0,3,3,"60,00%"
net.sourceforge.ganttproject.task.algorithm.CostAlgorithmImpl.getCalculatedCost(Task),0,0,17,17,"70,83%"
net.sourceforge.ganttproject.task.algorithm.CostAlgorithmTest.testResourceCost(),0,0,19,19,"44,19%"
net.sourceforge.ganttproject.task.algorithm.CostAlgorithmTest.testSupertaskCost(),0,0,17,17,"39,53%"
net.sourceforge.ganttproject.task.algorithm.CriticalPathAlgorithm.getCriticalTasks(),2,n/a,n/a,1,"71,43%"
"net.sourceforge.ganttproject.task.algorithm.CriticalPathAlgorithmImpl.CriticalPathAlgorithmImpl(TaskManager, GPCalendarCalc)",0,0,4,4,"2,17%"
"net.sourceforge.ganttproject.task.algorithm.CriticalPathAlgorithmImpl.Node.Node(Task, Date, Date, Date, Date, int, Set<Task>)",0,0,11,11,"21,15%"
"net.sourceforge.ganttproject.task.algorithm.CriticalPathAlgorithmImpl.Node.Node(Task, Set<Task>)",0,0,16,16,"30,77%"
"net.sourceforge.ganttproject.task.algorithm.CriticalPathAlgorithmImpl.Node.collectDependees(Task, Set<Task>)",0,0,8,8,"15,38%"
net.sourceforge.ganttproject.task.algorithm.CriticalPathAlgorithmImpl.Node.isCritical(),0,0,3,3,"5,77%"
net.sourceforge.ganttproject.task.algorithm.CriticalPathAlgorithmImpl.Node.toString(),0,0,4,4,"7,69%"
"net.sourceforge.ganttproject.task.algorithm.CriticalPathAlgorithmImpl.Processor.Processor(Map<Task, Node>, Node)",0,0,5,5,"5,32%"
net.sourceforge.ganttproject.task.algorithm.CriticalPathAlgorithmImpl.Processor.calculateLatestDates(Node),0,0,7,7,"7,45%"
"net.sourceforge.ganttproject.task.algorithm.CriticalPathAlgorithmImpl.Processor.enqueueDependees(LinkedList<Node>, Node)",0,0,10,10,"10,64%"
"net.sourceforge.ganttproject.task.algorithm.CriticalPathAlgorithmImpl.Processor.findLatestFinishTime(Map<Task, Node>, Node)",0,0,20,20,"21,28%"
"net.sourceforge.ganttproject.task.algorithm.CriticalPathAlgorithmImpl.Processor.findLatestFinishTime(Node, Node, TaskDependency)",0,0,7,7,"7,45%"
net.sourceforge.ganttproject.task.algorithm.CriticalPathAlgorithmImpl.Processor.hasMoreInput(),0,0,3,3,"3,19%"
net.sourceforge.ganttproject.task.algorithm.CriticalPathAlgorithmImpl.Processor.processQueue(),0,0,30,30,"31,91%"
net.sourceforge.ganttproject.task.algorithm.CriticalPathAlgorithmImpl.Processor.run(),0,0,6,6,"6,38%"
"net.sourceforge.ganttproject.task.algorithm.CriticalPathAlgorithmImpl.createTaskNodeMap(Task[], Node)",0,0,11,11,"5,98%"
net.sourceforge.ganttproject.task.algorithm.CriticalPathAlgorithmImpl.getCriticalTasks(),0,0,18,18,"9,78%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.DependencyEdge.getDst(),2,n/a,n/a,1,"14,81%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.DependencyEdge.getEndRange(),2,n/a,n/a,1,"14,81%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.DependencyEdge.getSrc(),2,n/a,n/a,1,"14,81%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.DependencyEdge.getStartRange(),2,n/a,n/a,1,"14,81%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.DependencyEdge.isWeak(),0,n/a,n/a,1,"3,70%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.DependencyEdge.refresh(),3,n/a,n/a,1,"14,81%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.DependencyGraph(Supplier<TaskContainmentHierarchyFacade>),0,0,8,8,"1,02%"
"net.sourceforge.ganttproject.task.algorithm.DependencyGraph.DependencyGraph(Supplier<TaskContainmentHierarchyFacade>, Logger)",0,0,4,4,"0,51%"
"net.sourceforge.ganttproject.task.algorithm.DependencyGraph.ExplicitDependencyImpl.ExplicitDependencyImpl(TaskDependency, Node, Node)",0,0,5,5,"6,17%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.ExplicitDependencyImpl.equals(Object),0,0,8,8,"9,88%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.ExplicitDependencyImpl.getDst(),0,0,4,4,"4,94%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.ExplicitDependencyImpl.getEndRange(),0,0,4,4,"4,94%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.ExplicitDependencyImpl.getSrc(),0,0,4,4,"4,94%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.ExplicitDependencyImpl.getStartRange(),0,0,4,4,"4,94%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.ExplicitDependencyImpl.hashCode(),0,0,4,4,"4,94%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.ExplicitDependencyImpl.isWeak(),0,0,4,4,"4,94%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.ExplicitDependencyImpl.refresh(),0,0,28,28,"34,57%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.ExplicitDependencyImpl.toString(),0,0,4,4,"4,94%"
"net.sourceforge.ganttproject.task.algorithm.DependencyGraph.GraphData.GraphData(GraphData, Transaction)",0,0,4,4,"4,49%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.GraphData.GraphData(Transaction),0,0,3,3,"3,37%"
"net.sourceforge.ganttproject.task.algorithm.DependencyGraph.GraphData.addToLevel(int, Node)",0,0,3,3,"3,37%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.GraphData.checkLayerValidity(),0,0,32,32,"35,96%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.GraphData.createEmptyLayers(),0,0,13,13,"14,61%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.GraphData.getLayer(int),0,0,13,13,"14,61%"
"net.sourceforge.ganttproject.task.algorithm.DependencyGraph.GraphData.removeFromLevel(int, Node)",0,0,7,7,"7,87%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.GraphData.rollback(),0,0,3,3,"3,37%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.GraphData.withTransaction(),0,0,6,6,"6,74%"
"net.sourceforge.ganttproject.task.algorithm.DependencyGraph.ImplicitInheritedDependency.ImplicitInheritedDependency(DependencyEdge, Node, Node)",0,0,6,6,"10,91%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.ImplicitInheritedDependency.equals(Object),0,0,8,8,"14,55%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.ImplicitInheritedDependency.getDst(),0,0,4,4,"7,27%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.ImplicitInheritedDependency.getEndRange(),0,0,4,4,"7,27%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.ImplicitInheritedDependency.getSrc(),0,0,4,4,"7,27%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.ImplicitInheritedDependency.getStartRange(),0,0,4,4,"7,27%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.ImplicitInheritedDependency.hashCode(),0,0,4,4,"7,27%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.ImplicitInheritedDependency.isWeak(),0,0,4,4,"7,27%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.ImplicitInheritedDependency.refresh(),0,0,4,4,"7,27%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.ImplicitInheritedDependency.toString(),0,0,4,4,"7,27%"
"net.sourceforge.ganttproject.task.algorithm.DependencyGraph.ImplicitSubSuperTaskDependency.ImplicitSubSuperTaskDependency(Node, Node)",0,0,4,4,"7,02%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.ImplicitSubSuperTaskDependency.equals(Object),0,0,8,8,"14,04%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.ImplicitSubSuperTaskDependency.getDst(),0,0,4,4,"7,02%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.ImplicitSubSuperTaskDependency.getEndRange(),0,0,4,4,"7,02%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.ImplicitSubSuperTaskDependency.getSrc(),0,0,4,4,"7,02%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.ImplicitSubSuperTaskDependency.getStartRange(),0,0,4,4,"7,02%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.ImplicitSubSuperTaskDependency.hashCode(),0,0,4,4,"7,02%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.ImplicitSubSuperTaskDependency.isWeak(),0,0,4,4,"7,02%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.ImplicitSubSuperTaskDependency.refresh(),0,0,6,6,"10,53%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.ImplicitSubSuperTaskDependency.toString(),0,0,4,4,"7,02%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.Listener.onChange(),0,n/a,n/a,1,"33,33%"
"net.sourceforge.ganttproject.task.algorithm.DependencyGraph.Logger.logDependencyLoop(String, String)",0,n/a,n/a,1,"33,33%"
"net.sourceforge.ganttproject.task.algorithm.DependencyGraph.Node.Node(Task, Transaction)",0,0,5,5,"7,46%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.Node.addIncoming(DependencyEdge),0,0,3,3,"4,48%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.Node.addOutgoing(DependencyEdge),0,0,3,3,"4,48%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.Node.demoteLayer(GraphData),0,0,14,14,"20,90%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.Node.getIncoming(),0,0,3,3,"4,48%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.Node.getLevel(),0,0,3,3,"4,48%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.Node.getOutgoing(),0,0,3,3,"4,48%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.Node.getTask(),0,0,3,3,"4,48%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.Node.promoteLayer(GraphData),0,0,13,13,"19,40%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.Node.removeIncoming(DependencyEdge),0,0,3,3,"4,48%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.Node.removeOutgoing(DependencyEdge),0,0,3,3,"4,48%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.Node.revertData(),0,0,3,3,"4,48%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.Node.toString(),0,0,4,4,"5,97%"
"net.sourceforge.ganttproject.task.algorithm.DependencyGraph.NodeData.NodeData(Node, Transaction)",0,0,7,7,"9,86%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.NodeData.NodeData(NodeData),0,0,9,9,"12,68%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.NodeData.addIncoming(DependencyEdge),0,0,7,7,"9,86%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.NodeData.addOutgoing(DependencyEdge),0,0,7,7,"9,86%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.NodeData.getIncoming(),0,0,3,3,"4,23%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.NodeData.getLevel(),0,0,3,3,"4,23%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.NodeData.getOutgoing(),0,0,3,3,"4,23%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.NodeData.removeIncoming(DependencyEdge),0,0,7,7,"9,86%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.NodeData.removeOutgoing(DependencyEdge),0,0,7,7,"9,86%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.NodeData.revert(),0,0,3,3,"4,23%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.NodeData.setLevel(int),0,0,7,7,"9,86%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.Transaction.isRunning(),0,0,3,3,"15,79%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.Transaction.rollback(),0,0,6,6,"31,58%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.Transaction.start(),0,0,3,3,"15,79%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.Transaction.touch(Node),0,0,3,3,"15,79%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.addDependency(TaskDependency),6,7,22,15,"2,81%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.addEdge(DependencyEdge),0,0,31,31,"3,96%"
"net.sourceforge.ganttproject.task.algorithm.DependencyGraph.addInheritedDependencies(DependencyEdge, Node)",0,0,15,15,"1,92%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.addListener(Listener),0,0,3,3,"0,38%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.addTask(Task),7,6,14,6,"1,79%"
"net.sourceforge.ganttproject.task.algorithm.DependencyGraph.buildLoop(Map<Task, DependencyEdge>, DependencyEdge)",0,0,15,15,"1,92%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.checkLayerValidity(),0,0,3,3,"0,38%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.clear(),0,0,5,5,"0,64%"
"net.sourceforge.ganttproject.task.algorithm.DependencyGraph.findExplicitDependency(TaskDependency, Node, Node)",0,0,10,10,"1,28%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.fireGraphChanged(),0,0,8,8,"1,02%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.getLayer(int),0,0,3,3,"0,38%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.getLogger(),0,0,3,3,"0,38%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.getNode(Task),0,0,3,3,"0,38%"
"net.sourceforge.ganttproject.task.algorithm.DependencyGraph.isAncestor(Node, Node)",0,0,9,9,"1,15%"
"net.sourceforge.ganttproject.task.algorithm.DependencyGraph.move(Task, Task)",6,8,34,26,"4,35%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.removeDependency(TaskDependency),4,5,26,21,"3,32%"
net.sourceforge.ganttproject.task.algorithm.DependencyGraph.removeEdge(DependencyEdge),0,0,12,12,"1,53%"
